source_record_id,result_rank,title,authors,year,doi,url,record_type,venue,notes,normalized_title,exact_doi_duplicate_group,normalized_title_duplicate_group,manual_version_duplicate_group,deduplication_status,deduplication_notes,deduplication_decision,deduplication_review_group,removed_source_record_ids,deduplication_confirmation_status
SD008,8,"Adaptable, incremental, and explainable network intrusion detection systems for internet of things",Francesco Cerasuolo; Giampaolo Bovenzi; Domenico Ciuonzo; Antonio Pescapè,2025,10.1016/j.engappai.2025.110143,https://www.sciencedirect.com/science/article/pii/S0952197625001435,journal-article,Engineering Applications of Artificial Intelligence,Current assisted retrieval from 4 official-domain searches; retrieval rank 8; Maximum relevance score 0.38463530; Crossref metadata date 2025-3; not a native database rank or the historical record list,adaptable incremental and explainable network intrusion detection systems for internet of things,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SD009,9,An active learning framework using deep Q-network for zero-day attack detection,Yali Wu; Yanghu Hu; Junhu Wang; Mengqi Feng; Ang Dong; Yanxi Yang,2024,10.1016/j.cose.2024.103713,https://www.sciencedirect.com/science/article/pii/S0167404824000142,journal-article,Computers & Security,Current assisted retrieval from 4 official-domain searches; retrieval rank 9; Maximum relevance score 0.35925227; Crossref metadata date 2024-4; not a native database rank or the historical record list,an active learning framework using deep q network for zero day attack detection,DOI_DUP_006,TITLE_DUP_009,,candidate_duplicate,exact DOI candidate with GS061 | normalized-title candidate with GS061,retain_preferred_version,DRG019,GS061,author_confirmed_consensus
SD010,10,Deep Q-learning intrusion detection system (DQ-IDS): A novel reinforcement learning approach for adaptive and self-learning cybersecurity,Md. Alamgir Hossain,2025,10.1016/j.icte.2025.05.007,https://www.sciencedirect.com/science/article/pii/S2405959525000694,journal-article,ICT Express,Current assisted retrieval from 4 official-domain searches; retrieval rank 10; Maximum relevance score 0.34376070; Crossref metadata date 2025-10; not a native database rank or the historical record list,deep q learning intrusion detection system dq ids a novel reinforcement learning approach for adaptive and self learning cybersecurity,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SD011,,FedMSE: Semi-supervised federated learning approach for IoT network intrusion detection,"Nguyen, Van Tuan and Beuran, Razvan",2025,10.1016/j.cose.2025.104337,https://doi.org/10.1016/j.cose.2025.104337,journal-article,Computers & Security,Author-requested targeted corpus-alignment update using verified manuscript paper R31; updates the previous SD011 record at source rank 11; this row is not a native ranked result and is not a historical export,fedmse semi supervised federated learning approach for iot network intrusion detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SD012,,TICPS: A trustworthy collaborative intrusion detection framework for industrial cyber-physical systems,"Zhu, Lingzi and Zhao, Bo and Li, Weidong and Wang, Yixuan and An, Yang",2024,10.1016/j.adhoc.2024.103517,https://doi.org/10.1016/j.adhoc.2024.103517,journal-article,Ad Hoc Networks,Author-requested targeted corpus-alignment update using verified manuscript paper R28; updates the previous SD012 record at source rank 12; this row is not a native ranked result and is not a historical export,ticps a trustworthy collaborative intrusion detection framework for industrial cyber physical systems,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SD013,,nNFST: A single-model approach for multiclass novelty detection in network intrusion detection systems,"Nguyen, Xuan-Ha and Le, Kim-Hung",2025,10.1016/j.jnca.2025.104128,https://doi.org/10.1016/j.jnca.2025.104128,journal-article,Journal of Network and Computer Applications,Author-requested targeted corpus-alignment update using verified manuscript paper R25; updates the previous SD013 record at source rank 13; this row is not a native ranked result and is not a historical export,nnfst a single model approach for multiclass novelty detection in network intrusion detection systems,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SD014,,Multi-source refined adversarial domain adaptation with transfer complementarity infusion for IoT intrusion detection under limited samples,"Li, Kehong and Ma, Wengang and Duan, Huawei and Xie, Han",2024,10.1016/j.eswa.2024.124352,https://doi.org/10.1016/j.eswa.2024.124352,journal-article,Expert Systems with Applications,Author-requested targeted corpus-alignment update using verified manuscript paper R21; updates the previous SD014 record at source rank 14; this row is not a native ranked result and is not a historical export,multi source refined adversarial domain adaptation with transfer complementarity infusion for iot intrusion detection under limited samples,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SD015,,Towards trustworthy cybersecurity operations using Bayesian Deep Learning to improve uncertainty quantification of anomaly detection,"Yang, Tengfei and Qiao, Yuansong and Lee, Brian",2024,10.1016/j.cose.2024.103909,https://doi.org/10.1016/j.cose.2024.103909,journal-article,Computers & Security,Author-requested targeted corpus-alignment update using verified manuscript paper R13; updates the previous SD015 record at source rank 15; this row is not a native ranked result and is not a historical export,towards trustworthy cybersecurity operations using bayesian deep learning to improve uncertainty quantification of anomaly detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SD016,,TriHID: Towards verifiable domain adaptation-based IoT intrusion detection in heterogeneous environment,"Wu, Jiashu and Wang, Yang",2026,10.1016/j.eswa.2025.129543,https://doi.org/10.1016/j.eswa.2025.129543,journal-article,Expert Systems with Applications,Author-requested targeted corpus-alignment update using verified manuscript paper R12; updates the previous SD016 record at source rank 16; this row is not a native ranked result and is not a historical export,trihid towards verifiable domain adaptation based iot intrusion detection in heterogeneous environment,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SD017,,A novel open set Energy-based Flow Classifier for Network Intrusion Detection,"Souza, Manuela M.C. and Pontes, Camila T. and Gondim, João J.C. and Garcia, Luís P.F. and DaSilva, Luiz and Cavalcante, Eduardo F.M. and Marotta, Marcelo A.",2025,10.1016/j.cose.2025.104569,https://doi.org/10.1016/j.cose.2025.104569,journal-article,Computers & Security,Author-requested targeted corpus-alignment update using verified manuscript paper R6; updates the previous SD017 record at source rank 17; this row is not a native ranked result and is not a historical export,a novel open set energy based flow classifier for network intrusion detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SD018,18,Intrusion detection in Software-Defined Networking using hybrid Bayesian model averaging for reliable uncertainty quantification,Yasmine Medjadba; Hamza Drid; Mohamed Rahouti,2025,10.1016/j.comnet.2025.111436,https://www.sciencedirect.com/science/article/pii/S1389128625004037,journal-article,Computer Networks,Current assisted retrieval from 4 official-domain searches; retrieval rank 18; Maximum relevance score 0.21006900; Crossref metadata date 2025-9; not a native database rank or the historical record list,intrusion detection in software defined networking using hybrid bayesian model averaging for reliable uncertainty quantification,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SL001,1,NIDS-APNHA: a transfer learning based network intrusion detection system with alert prioritization and network harmony analysis,Sherin R. C. Jeyavim; Parkavi K.,2025,10.1007/s10586-025-05780-5,https://link.springer.com/article/10.1007/s10586-025-05780-5,journal-article,Cluster Computing,Live record; displayed publication date 03 November 2025; not the historical record list,nids apnha a transfer learning based network intrusion detection system with alert prioritization and network harmony analysis,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SL002,2,Design and validation of a deep learning-based network intrusion detection algorithm,Dai Wanchang; Liu Yingfang; Diao Qi,2026,10.1007/s44163-026-00958-1,https://link.springer.com/article/10.1007/s44163-026-00958-1,journal-article,Discover Artificial Intelligence,Live record; displayed publication date 22 February 2026; not the historical record list,design and validation of a deep learning based network intrusion detection algorithm,DOI_DUP_005,TITLE_DUP_014,,candidate_duplicate,exact DOI candidate with GS067 | normalized-title candidate with GS067,retain_preferred_version,DRG021,GS067,author_confirmed_consensus
SL003,4,A comprehensive defense approach of deep learning-based NIDS against adversarial attacks,Barik Kousik; Misra Sanjay,2025,10.1007/s11042-025-21008-5,https://link.springer.com/article/10.1007/s11042-025-21008-5,journal-article,Multimedia Tools and Applications,Live record; displayed publication date 30 July 2025; current display rank 3 was excluded because it was published after the cutoff,a comprehensive defense approach of deep learning based nids against adversarial attacks,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SL004,5,Enhancing network intrusion detection systems with combined network and host traffic features using deep learning: deep learning and IoT perspective,Alars Estabraq Saleem Abduljabbar; Kurnaz Sefer,2024,10.1007/s10791-024-09480-3,https://link.springer.com/article/10.1007/s10791-024-09480-3,journal-article,Discover Computing,Live record; displayed publication date 04 November 2024; not the historical record list,enhancing network intrusion detection systems with combined network and host traffic features using deep learning deep learning and iot perspective,DOI_DUP_003,TITLE_DUP_016,,candidate_duplicate,exact DOI candidate with GS100 | normalized-title candidate with GS100,retain_preferred_version,DRG024,GS100,author_confirmed_consensus
SL005,6,A minimalistic yet effective domain adaptation strategy for IoMT network intrusion detection,Mahbub Mahir; Riasat Md. Tanjib; Hamid Tasnima; Sutradhar Sujon Chandra; Khan Mohammed Shafiul Alam,2026,10.1007/s43926-026-00288-9,https://link.springer.com/article/10.1007/s43926-026-00288-9,journal-article,Discover Internet of Things,Live record; displayed publication date 09 February 2026; not the historical record list,a minimalistic yet effective domain adaptation strategy for iomt network intrusion detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SL006,7,Federated transfer learning for rare attack class detection in network intrusion detection systems,Sri Abhijit Chunduru; Annie Jerusha Y.; Syed Ibrahim S. P.; Varadharajan Vijay,2025,10.1038/s41598-025-02068-x,https://link.springer.com/article/10.1038/s41598-025-02068-x,journal-article,Scientific Reports,Live record; displayed publication date 30 September 2025; not the historical record list,federated transfer learning for rare attack class detection in network intrusion detection systems,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SL007,9,HEN: a novel hybrid explainable neural network based framework for robust network intrusion detection,Wei Wei; Chen Sijin; Chen Cen; Wang Heshi; Liu Jing; Cheng Zhongyao; Zou Xiaofeng,2024,10.1007/s11432-023-4067-x,https://link.springer.com/article/10.1007/s11432-023-4067-x,journal-article,Science China Information Sciences,Live record; displayed publication date 28 June 2024; current display rank 8 was excluded because it was published after the cutoff,hen a novel hybrid explainable neural network based framework for robust network intrusion detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SL008,10,SHAP Insights into Domain Adaptation in Netflow-Based Network Intrusion Detection Powered by Deep Learning,Pawlicki Marek; Szelest Sebastian; Kozik Rafal; Choraś Michał,2025,10.1007/978-3-032-00644-8_18,https://link.springer.com/chapter/10.1007/978-3-032-00644-8_18,proceedings-article,International Conference on Availability Reliability and Security,Live record; displayed publication year 2025; not the historical record list,shap insights into domain adaptation in netflow based network intrusion detection powered by deep learning,DOI_DUP_002,TITLE_DUP_022,,candidate_duplicate,exact DOI candidate with GS005 | normalized-title candidate with GS005,retain_preferred_version,DRG010,GS005,author_confirmed_consensus
SL009,11,Neuro-Symbolic Integration for Open Set Recognition in Network Intrusion Detection,Bizzarri Alice; Yu Chung-En; Jalaian Brian; Riguzzi Fabrizio; Bastian Nathaniel D.,2025,10.1007/978-3-031-80607-0_5,https://link.springer.com/chapter/10.1007/978-3-031-80607-0_5,proceedings-article,International Conference of the Italian Association for Artificial Intelligence,Live record; displayed publication year 2025; not the historical record list,neuro symbolic integration for open set recognition in network intrusion detection,DOI_DUP_001,TITLE_DUP_020,,candidate_duplicate,exact DOI candidate with GS051 | normalized-title candidate with GS051,retain_preferred_version,DRG017,GS051,author_confirmed_consensus
